"reliability","strategy","rule","round","seed","method","draws","query","truth","estimate","error","fullWidth","covered","criteriaMet","allCriteriaMet","reason","batchMcse","spectralMcse","iidOracleMcse","iidOracleCovered","rHat","bulkEss","meanEss","tailEss","acceptance","pilotStatus","failureReasons"
"reliability","calibrated","legacy-batch","0","141011","fixed","48000","x","0.0","-0.00733956528539248","-0.00733956528539248","0.055378768123002735","true","true","true","FixedBudget","0.010749696815449596","0.011509723173472835","NaN","","1.000504707217352","7954.326864316459","7800.668385788029","7100.5972816753065","0.4459791666666667","Accepted",""
"reliability","calibrated","legacy-batch","0","141011","fixed","48000","xSquared","1.0","1.0334321053028022","0.03343210530280216","0.1010234950097651","true","true","true","FixedBudget","0.019609897067049038","0.021733431509805317","NaN","","1.000351690905771","10812.034083966593","4695.4075717883115","6157.971004731949","0.4459791666666667","Accepted",""
"reliability","calibrated","legacy-batch","0","141011","fixed","48000","xTail","0.045500263896358334","0.048859375","0.0033591111036416627","0.012926974916322512","true","true","true","FixedBudget","0.002509284077658429","0.002750819231223505","NaN","","1.0007312352253055","6141.448255539584","6141.448255539568","6141.448255539568","0.4459791666666667","Accepted",""
"reliability","calibrated","legacy-batch","0","141011","fixed","48000","y","0.0","0.015014520115819274","0.015014520115819274","0.048998971837017784","true","true","true","FixedBudget","0.009511300257650705","0.01031915944364093","NaN","","1.0004922257422566","9096.812143745812","5737.118950221774","5880.036123449598","0.4459791666666667","Accepted",""
"reliability","calibrated","legacy-batch","0","141011","fixed","48000","ySquared","0.57","0.6111396615361016","0.0411396615361016","0.1387971588454523","true","true","true","FixedBudget","0.02694222762630694","0.030192318363504604","NaN","","1.0005025241681051","12420.350347279455","2758.4581832075914","6396.953775347243","0.4459791666666667","Accepted",""
"reliability","calibrated","legacy-batch","0","141011","stopped","8000","x","0.0","-0.00144340859566916","-0.00144340859566916","0.11914769026784523","true","true","true","PrecisionReached","0.023128025235151863","0.02434445656270261","NaN","","1.0020946963234416","1648.6028895912327","1661.6505084399546","1791.1789011996536","0.4459791666666667","Accepted",""
"reliability","calibrated","legacy-batch","0","141011","stopped","8000","xSquared","1.0","0.9847527455228237","-0.015247254477176342","0.17312322678848474","true","true","true","PrecisionReached","0.03360533761883226","0.03515684781490929","NaN","","1.0012634432116234","2470.045084818014","1482.0060006340618","1786.785808710872","0.4459791666666667","Accepted",""
"reliability","calibrated","legacy-batch","0","141011","stopped","8000","xTail","0.045500263896358334","0.04246875","-0.0030315138963583343","0.02491992124776948","true","true","true","PrecisionReached","0.004837261773021131","0.0049537443414019","NaN","","1.0024757996131708","1657.1767376530568","1657.176737653005","1657.176737653005","0.4459791666666667","Accepted",""
"reliability","calibrated","legacy-batch","0","141011","stopped","8000","y","0.0","-0.007276692504466387","-0.007276692504466387","0.09632613061832476","true","true","true","PrecisionReached","0.0186980811355802","0.01949594227037374","NaN","","1.0017861413982385","1766.5580197579593","1480.0989313289344","1482.3800983342755","0.4459791666666667","Accepted",""
"reliability","calibrated","legacy-batch","0","141011","stopped","8000","ySquared","0.57","0.5626087850324286","-0.007391214967571336","0.15059762388566614","true","true","true","PrecisionReached","0.029232842346769105","0.03083593382761948","NaN","","1.0017042327549268","2979.650997734961","1329.1356499972626","1785.7364833418083","0.4459791666666667","Accepted",""
"reliability","calibrated","mcse-floor","0","141011","fixed","2000","x","0.0","-0.0035420989204387743","-0.0035420989204387743","0.22887478635190392","true","false","false","FixedBudget","0.040900100249897466","0.04442739781641724","NaN","","1.0058622365823182","505.6391001896503","504.32068652808164","475.9749055814853","0.4459791666666667","Accepted","WidthTooLarge"
"reliability","calibrated","mcse-floor","0","141011","fixed","2000","xSquared","1.0","0.9953131004593851","-0.004686899540614853","0.37565140563534966","true","false","false","FixedBudget","0.06226428013006528","0.07291853639482018","NaN","","1.0013087131008116","669.148067591343","367.6267389614965","509.9930447909706","0.4459791666666667","Accepted","InsufficientMeanEss|WidthTooLarge"
"reliability","calibrated","mcse-floor","0","141011","fixed","2000","xTail","0.045500263896358334","0.039875","-0.005625263896358333","0.047219329839706066","true","false","false","FixedBudget","0.007829097383493222","0.00916584996036979","NaN","","1.0052147507457458","455.7611232033551","455.7611232033551","455.7611232033551","0.4459791666666667","Accepted","WidthTooLarge"
"reliability","calibrated","mcse-floor","0","141011","fixed","2000","y","0.0","-0.018952665322510165","-0.018952665322510165","0.20842168247015896","true","false","false","FixedBudget","0.03362334258387669","0.040457199974975405","NaN","","1.0033331792654663","443.77256085621116","356.4587884494219","406.72800466425593","0.4459791666666667","Accepted","InsufficientMeanEss|WidthTooLarge"
"reliability","calibrated","mcse-floor","0","141011","fixed","2000","ySquared","0.57","0.5837326814018031","0.01373268140180317","0.35782774276324425","true","false","false","FixedBudget","0.0593578450190625","0.06945874524182172","NaN","","1.0033452978606108","916.1096220281845","326.9858276759756","485.1386574664277","0.4459791666666667","Accepted","InsufficientMeanEss|WidthTooLarge"
"reliability","calibrated","mcse-floor","0","141011","fixed","12000","x","0.0","-0.004876700687201918","-0.004876700687201918","0.11112968495132333","true","true","false","FixedBudget","0.020078025970355635","0.021571632250283856","NaN","","1.0015649078739233","2225.634057979185","2200.512315475084","2039.0954381213644","0.4459791666666667","Accepted",""
"reliability","calibrated","mcse-floor","0","141011","fixed","12000","xSquared","1.0","1.0239785473299654","0.023978547329965405","0.19879074706680652","true","true","false","FixedBudget","0.03333446615775543","0.038587717515465525","NaN","","1.0011231758673875","2859.3326851475927","1454.340623764557","1914.373260472119","0.4459791666666667","Accepted",""
"reliability","calibrated","mcse-floor","0","141011","fixed","12000","xTail","0.045500263896358334","0.04752083333333333","0.0020205694369749977","0.025769711252203138","true","true","false","FixedBudget","0.004353758296726272","0.005002216415641052","NaN","","1.0016755172090561","1808.9377702858726","1808.9377702858853","1808.9377702858853","0.4459791666666667","Accepted",""
"reliability","calibrated","mcse-floor","0","141011","fixed","12000","y","0.0","0.01227061556123632","0.01227061556123632","0.09954147337698306","true","true","false","FixedBudget","0.0171187511369064","0.019322218525862293","NaN","","1.0016752914273377","2278.8637293290644","1649.882179589549","1617.6675944706333","0.4459791666666667","Accepted",""
"reliability","calibrated","mcse-floor","0","141011","fixed","12000","ySquared","0.57","0.6161181595069024","0.046118159506902456","0.24395538634267638","true","false","false","FixedBudget","0.03898242325612702","0.04735472688476716","NaN","","1.0009617675204858","3566.2755235999116","999.9691403489974","1915.168160123555","0.4459791666666667","Accepted","WidthTooLarge"
"reliability","calibrated","mcse-floor","0","141011","fixed","48000","x","0.0","-0.00733956528539248","-0.00733956528539248","0.05929416445193434","true","true","true","FixedBudget","0.010749696815449596","0.011509723173472835","NaN","","1.000504707217352","7954.326864316459","7800.668385788029","7100.5972816753065","0.4459791666666667","Accepted",""
"reliability","calibrated","mcse-floor","0","141011","fixed","48000","xSquared","1.0","1.0334321053028022","0.03343210530280216","0.11196321949925911","true","true","true","FixedBudget","0.019609897067049038","0.021733431509805317","NaN","","1.000351690905771","10812.034083966593","4695.4075717883115","6157.971004731949","0.4459791666666667","Accepted",""
"reliability","calibrated","mcse-floor","0","141011","fixed","48000","xTail","0.045500263896358334","0.048859375","0.0033591111036416627","0.014171281569102726","true","true","true","FixedBudget","0.002509284077658429","0.002750819231223505","NaN","","1.0007312352253055","6141.448255539584","6141.448255539568","6141.448255539568","0.4459791666666667","Accepted",""
"reliability","calibrated","mcse-floor","0","141011","fixed","48000","y","0.0","0.015014520115819274","0.015014520115819274","0.05316078656584734","true","true","true","FixedBudget","0.009511300257650705","0.01031915944364093","NaN","","1.0004922257422566","9096.812143745812","5737.118950221774","5880.036123449598","0.4459791666666667","Accepted",""
"reliability","calibrated","mcse-floor","0","141011","fixed","48000","ySquared","0.57","0.6111396615361016","0.0411396615361016","0.15554051676558547","true","true","true","FixedBudget","0.02694222762630694","0.030192318363504604","NaN","","1.0005025241681051","12420.350347279455","2758.4581832075914","6396.953775347243","0.4459791666666667","Accepted",""
"reliability","calibrated","mcse-floor","0","141011","stopped","8000","x","0.0","-0.00144340859566916","-0.00144340859566916","0.12541432918636544","true","true","true","PrecisionReached","0.023128025235151863","0.02434445656270261","NaN","","1.0020946963234416","1648.6028895912327","1661.6505084399546","1791.1789011996536","0.4459791666666667","Accepted",""
"reliability","calibrated","mcse-floor","0","141011","stopped","8000","xSquared","1.0","0.9847527455228237","-0.015247254477176342","0.18111607764410495","true","true","true","PrecisionReached","0.03360533761883226","0.03515684781490929","NaN","","1.0012634432116234","2470.045084818014","1482.0060006340618","1786.785808710872","0.4459791666666667","Accepted",""
"reliability","calibrated","mcse-floor","0","141011","stopped","8000","xTail","0.045500263896358334","0.04246875","-0.0030315138963583343","0.025519999673745127","true","true","true","PrecisionReached","0.004837261773021131","0.0049537443414019","NaN","","1.0024757996131708","1657.1767376530568","1657.176737653005","1657.176737653005","0.4459791666666667","Accepted",""
"reliability","calibrated","mcse-floor","0","141011","stopped","8000","y","0.0","-0.007276692504466387","-0.007276692504466387","0.10043643880065271","true","true","true","PrecisionReached","0.0186980811355802","0.01949594227037374","NaN","","1.0017861413982385","1766.5580197579593","1480.0989313289344","1482.3800983342755","0.4459791666666667","Accepted",""
"reliability","calibrated","mcse-floor","0","141011","stopped","8000","ySquared","0.57","0.5626087850324286","-0.007391214967571336","0.15885620391095412","true","true","true","PrecisionReached","0.029232842346769105","0.03083593382761948","NaN","","1.0017042327549268","2979.650997734961","1329.1356499972626","1785.7364833418083","0.4459791666666667","Accepted",""
"reliability","calibrated","legacy-batch","1","148930","rejected","0","","","","","","false","false","false","PilotRejected","","","","","","","","","","requirement failed: Pilot diagnostics rejected 'x': R-hat=Some(1.0058527270056636), bulk/tail/mean ESS=Vector(Some(845.8669523750497), Some(259.0111329277725), Some(781.5963648038359)); improve pilot exploration or budget",""
"reliability","calibrated","mcse-floor","1","148930","rejected","0","","","","","","false","false","false","PilotRejected","","","","","","","","","","requirement failed: Pilot diagnostics rejected 'x': R-hat=Some(1.0058527270056636), bulk/tail/mean ESS=Vector(Some(845.8669523750497), Some(259.0111329277725), Some(781.5963648038359)); improve pilot exploration or budget",""
"reliability","calibrated","legacy-batch","2","156849","fixed","2000","x","0.0","0.029348953439175596","0.029348953439175596","0.23355773737214458","true","false","false","FixedBudget","0.045336415936094006","0.052237038061112906","NaN","","1.0061832331130731","382.2436488799132","380.2174292344042","360.7599103028546","0.4271041666666667","Accepted",""
"reliability","calibrated","legacy-batch","2","156849","fixed","2000","xSquared","1.0","1.0382340694427286","0.03823406944272856","0.34105912801429306","true","false","false","FixedBudget","0.06620375184496737","0.07169412284056471","NaN","","1.0048516037063926","610.7363764204014","381.7169476128403","387.21219838101086","0.4271041666666667","Accepted",""
"reliability","calibrated","legacy-batch","2","156849","fixed","2000","xTail","0.045500263896358334","0.052875","0.0073747361036416645","0.05213506257197332","true","false","false","FixedBudget","0.010120053859963313","0.011244078004464225","NaN","","1.003374639366787","396.15420599414074","396.15420599414074","NaN","0.4271041666666667","Accepted",""
"reliability","calibrated","legacy-batch","2","156849","fixed","2000","y","0.0","-0.00109940968291522","-0.00109940968291522","0.17207431509143514","true","false","false","FixedBudget","0.0334017310181145","0.035513565113235945","NaN","","1.0054006551538324","545.052873760255","440.92845171349154","401.3113750823824","0.4271041666666667","Accepted",""
"reliability","calibrated","legacy-batch","2","156849","fixed","2000","ySquared","0.57","0.5560365263567169","-0.013963473643283097","0.2629829619718309","true","false","false","FixedBudget","0.051048212241684814","0.05597823996779564","NaN","","1.0051875618013486","794.727516210374","348.9018329474829","438.1936057738919","0.4271041666666667","Accepted",""
"reliability","calibrated","legacy-batch","2","156849","fixed","12000","x","0.0","-0.024109089373028525","-0.024109089373028525","0.09509381633318667","true","true","true","FixedBudget","0.018458873847379806","0.019596294247608656","NaN","","1.0019977000121165","2563.1501419797937","2613.9750892301167","2025.8831062812626","0.4271041666666667","Accepted",""
"reliability","calibrated","legacy-batch","2","156849","fixed","12000","xSquared","1.0","1.0043653213798782","0.0043653213798782176","0.13516012270642372","true","true","true","FixedBudget","0.026236234388708164","0.029764610055211724","NaN","","1.0011206199691622","3716.189508022584","2096.0262008378654","2617.841636083191","0.4271041666666667","Accepted",""
"reliability","calibrated","legacy-batch","2","156849","fixed","12000","xTail","0.045500263896358334","0.0445625","-9.37763896358336E-4","0.019112367146188938","true","true","true","FixedBudget","0.0037099444283548782","0.0040618581389540226","NaN","","1.0015525827832938","2580.6634738680204","2580.663473868021","2580.663473868021","0.4271041666666667","Accepted",""
"reliability","calibrated","legacy-batch","2","156849","fixed","12000","y","0.0","0.0023528748367840358","0.0023528748367840358","0.07168082091902708","true","true","true","FixedBudget","0.013914124825792493","0.015426057557367253","NaN","","1.0013988478978861","2979.739117561666","2294.549905102682","2186.10791927272","0.4271041666666667","Accepted",""
"reliability","calibrated","legacy-batch","2","156849","fixed","12000","ySquared","0.57","0.546012717384594","-0.023987282615405947","0.13006904190424146","true","true","true","FixedBudget","0.025247993282209388","0.03099468237039032","NaN","","1.0011981625215882","4578.220466704052","1284.9683126423618","2766.3006092589603","0.4271041666666667","Accepted",""
"reliability","calibrated","legacy-batch","2","156849","fixed","48000","x","0.0","-0.023292850421865463","-0.023292850421865463","0.0534816688542067","true","true","true","FixedBudget","0.010381446623912785","0.010701288210581495","NaN","","1.0004650205852434","8761.595445387553","8822.875984839771","8702.752475525725","0.4271041666666667","Accepted",""
"reliability","calibrated","legacy-batch","2","156849","fixed","48000","xSquared","1.0","1.0109116071154438","0.010911607115443811","0.08624326488930244","true","true","true","FixedBudget","0.01674087346752346","0.01733057712134953","NaN","","1.0001752276891873","12804.86957713432","6669.327002481647","8400.119551831742","0.4271041666666667","Accepted",""
"reliability","calibrated","legacy-batch","2","156849","fixed","48000","xTail","0.045500263896358334","0.046671875","0.0011716111036416677","0.011383043237010324","true","true","true","FixedBudget","0.002209588038564339","0.002303693546503125","NaN","","1.0005104912024645","8383.985237234063","8383.98523723565","8383.985237235654","0.4271041666666667","Accepted",""
"reliability","calibrated","legacy-batch","2","156849","fixed","48000","y","0.0","0.00981649039908511","0.00981649039908511","0.04325804137975726","true","true","true","FixedBudget","0.008396915377924622","0.008767397717105947","NaN","","1.000245381589478","10426.531048554654","7503.528426294036","7438.860295088809","0.4271041666666667","Accepted",""
"reliability","calibrated","legacy-batch","2","156849","fixed","48000","ySquared","0.57","0.5768690503890245","0.0068690503890245225","0.10442047222285776","true","true","true","FixedBudget","0.02026929192842677","0.020788904312151038","NaN","","1.0002479229599603","15005.800126913902","4065.0806601393806","8435.825500681372","0.4271041666666667","Accepted",""
"reliability","calibrated","legacy-batch","2","156849","stopped","6000","x","0.0","0.0039106595858603155","0.0039106595858603155","0.13324439511776678","true","true","true","PrecisionReached","0.025864368212246566","0.02778299349535353","NaN","","1.0015675968470383","1299.0443172135595","1320.4170400207777","1325.637606746598","0.4271041666666667","Accepted",""
"reliability","calibrated","legacy-batch","2","156849","stopped","6000","xSquared","1.0","1.0191957770116142","0.019195777011614235","0.1810611453354007","true","true","true","PrecisionReached","0.035146184781332385","0.03762936043073384","NaN","","1.001759656107606","2014.7102840357406","1318.5643048517888","1455.5312938113798","0.4271041666666667","Accepted",""
"reliability","calibrated","legacy-batch","2","156849","stopped","6000","xTail","0.045500263896358334","0.04779166666666667","0.002291402770308336","0.02681270834934344","true","true","true","PrecisionReached","0.005204674920112466","0.005612106782157333","NaN","","1.0026101689840663","1444.9419455429208","1444.9419455429233","1444.9419455429233","0.4271041666666667","Accepted",""
"reliability","calibrated","legacy-batch","2","156849","stopped","6000","y","0.0","-0.0016993467479150537","-0.0016993467479150537","0.09627306713998615","true","true","true","PrecisionReached","0.01868778086485467","0.01954532115437057","NaN","","1.001599056024028","1691.6913459313116","1433.8135526550213","1306.769536637365","0.4271041666666667","Accepted",""
"reliability","calibrated","legacy-batch","2","156849","stopped","6000","ySquared","0.57","0.5477249148664668","-0.022275085133533157","0.13985293390532638","true","true","true","PrecisionReached","0.027147166489767238","0.0292467618487407","NaN","","1.0013474836865497","2521.7013323558335","1196.1062777578666","1525.7691826989371","0.4271041666666667","Accepted",""
"reliability","calibrated","mcse-floor","2","156849","fixed","2000","x","0.0","0.029348953439175596","0.029348953439175596","0.2691073867368277","true","false","false","FixedBudget","0.045336415936094006","0.052237038061112906","NaN","","1.0061832331130731","382.2436488799132","380.2174292344042","360.7599103028546","0.4271041666666667","Accepted","InsufficientBulkEss|InsufficientMeanEss|WidthTooLarge"
"reliability","calibrated","mcse-floor","2","156849","fixed","2000","xSquared","1.0","1.0382340694427286","0.03823406944272856","0.36934364500992223","true","false","false","FixedBudget","0.06620375184496737","0.07169412284056471","NaN","","1.0048516037063926","610.7363764204014","381.7169476128403","387.21219838101086","0.4271041666666667","Accepted","InsufficientMeanEss|WidthTooLarge"
"reliability","calibrated","mcse-floor","2","156849","fixed","2000","xTail","0.045500263896358334","0.052875","0.0073747361036416645","0.05792565123057719","true","false","false","FixedBudget","0.010120053859963313","0.011244078004464225","NaN","","1.003374639366787","396.15420599414074","396.15420599414074","NaN","0.4271041666666667","Accepted","InsufficientBulkEss|InsufficientMeanEss|WidthTooLarge"
"reliability","calibrated","mcse-floor","2","156849","fixed","2000","y","0.0","-0.00109940968291522","-0.00109940968291522","0.18295376338433014","true","false","false","FixedBudget","0.0334017310181145","0.035513565113235945","NaN","","1.0054006551538324","545.052873760255","440.92845171349154","401.3113750823824","0.4271041666666667","Accepted","WidthTooLarge"
"reliability","calibrated","mcse-floor","2","156849","fixed","2000","ySquared","0.57","0.5560365263567169","-0.013963473643283097","0.28838078174028053","true","false","false","FixedBudget","0.051048212241684814","0.05597823996779564","NaN","","1.0051875618013486","794.727516210374","348.9018329474829","438.1936057738919","0.4271041666666667","Accepted","InsufficientMeanEss|WidthTooLarge"
"reliability","calibrated","mcse-floor","2","156849","fixed","12000","x","0.0","-0.024109089373028525","-0.024109089373028525","0.10095341792791425","true","true","true","FixedBudget","0.018458873847379806","0.019596294247608656","NaN","","1.0019977000121165","2563.1501419797937","2613.9750892301167","2025.8831062812626","0.4271041666666667","Accepted",""
"reliability","calibrated","mcse-floor","2","156849","fixed","12000","xSquared","1.0","1.0043653213798782","0.0043653213798782176","0.15333710957784122","true","true","true","FixedBudget","0.026236234388708164","0.029764610055211724","NaN","","1.0011206199691622","3716.189508022584","2096.0262008378654","2617.841636083191","0.4271041666666667","Accepted",""
"reliability","calibrated","mcse-floor","2","156849","fixed","12000","xTail","0.045500263896358334","0.0445625","-9.37763896358336E-4","0.020925306442352746","true","true","true","FixedBudget","0.0037099444283548782","0.0040618581389540226","NaN","","1.0015525827832938","2580.6634738680204","2580.663473868021","2580.663473868021","0.4271041666666667","Accepted",""
"reliability","calibrated","mcse-floor","2","156849","fixed","12000","y","0.0","0.0023528748367840358","0.0023528748367840358","0.07946978218899708","true","true","true","FixedBudget","0.013914124825792493","0.015426057557367253","NaN","","1.0013988478978861","2979.739117561666","2294.549905102682","2186.10791927272","0.4271041666666667","Accepted",""
"reliability","calibrated","mcse-floor","2","156849","fixed","12000","ySquared","0.57","0.546012717384594","-0.023987282615405947","0.15967402220768376","true","true","true","FixedBudget","0.025247993282209388","0.03099468237039032","NaN","","1.0011981625215882","4578.220466704052","1284.9683126423618","2766.3006092589603","0.4271041666666667","Accepted",""
"reliability","calibrated","mcse-floor","2","156849","fixed","48000","x","0.0","-0.023292850421865463","-0.023292850421865463","0.05512938351707638","true","true","true","FixedBudget","0.010381446623912785","0.010701288210581495","NaN","","1.0004650205852434","8761.595445387553","8822.875984839771","8702.752475525725","0.4271041666666667","Accepted",""
"reliability","calibrated","mcse-floor","2","156849","fixed","48000","xSquared","1.0","1.0109116071154438","0.010911607115443811","0.08928121679317254","true","true","true","FixedBudget","0.01674087346752346","0.01733057712134953","NaN","","1.0001752276891873","12804.86957713432","6669.327002481647","8400.119551831742","0.4271041666666667","Accepted",""
"reliability","calibrated","mcse-floor","2","156849","fixed","48000","xTail","0.045500263896358334","0.046671875","0.0011716111036416677","0.011867842686958483","true","true","true","FixedBudget","0.002209588038564339","0.002303693546503125","NaN","","1.0005104912024645","8383.985237234063","8383.98523723565","8383.985237235654","0.4271041666666667","Accepted",""
"reliability","calibrated","mcse-floor","2","156849","fixed","48000","y","0.0","0.00981649039908511","0.00981649039908511","0.04516663991117846","true","true","true","FixedBudget","0.008396915377924622","0.008767397717105947","NaN","","1.000245381589478","10426.531048554654","7503.528426294036","7438.860295088809","0.4271041666666667","Accepted",""
"reliability","calibrated","mcse-floor","2","156849","fixed","48000","ySquared","0.57","0.5768690503890245","0.0068690503890245225","0.10709733783182548","true","true","true","FixedBudget","0.02026929192842677","0.020788904312151038","NaN","","1.0002479229599603","15005.800126913902","4065.0806601393806","8435.825500681372","0.4271041666666667","Accepted",""
"reliability","calibrated","mcse-floor","2","156849","stopped","6000","x","0.0","0.0039106595858603155","0.0039106595858603155","0.14312849757128024","true","true","true","PrecisionReached","0.025864368212246566","0.02778299349535353","NaN","","1.0015675968470383","1299.0443172135595","1320.4170400207777","1325.637606746598","0.4271041666666667","Accepted",""
"reliability","calibrated","mcse-floor","2","156849","stopped","6000","xSquared","1.0","1.0191957770116142","0.019195777011614235","0.19385361854257538","true","true","true","PrecisionReached","0.035146184781332385","0.03762936043073384","NaN","","1.001759656107606","2014.7102840357406","1318.5643048517888","1455.5312938113798","0.4271041666666667","Accepted",""
"reliability","calibrated","mcse-floor","2","156849","stopped","6000","xTail","0.045500263896358334","0.04779166666666667","0.002291402770308336","0.02891165820825277","true","true","true","PrecisionReached","0.005204674920112466","0.005612106782157333","NaN","","1.0026101689840663","1444.9419455429208","1444.9419455429233","1444.9419455429233","0.4271041666666667","Accepted",""
"reliability","calibrated","mcse-floor","2","156849","stopped","6000","y","0.0","-0.0016993467479150537","-0.0016993467479150537","0.10069082195340387","true","true","true","PrecisionReached","0.01868778086485467","0.01954532115437057","NaN","","1.001599056024028","1691.6913459313116","1433.8135526550213","1306.769536637365","0.4271041666666667","Accepted",""
"reliability","calibrated","mcse-floor","2","156849","stopped","6000","ySquared","0.57","0.5477249148664668","-0.022275085133533157","0.1506693324078046","true","true","true","PrecisionReached","0.027147166489767238","0.0292467618487407","NaN","","1.0013474836865497","2521.7013323558335","1196.1062777578666","1525.7691826989371","0.4271041666666667","Accepted",""
"reliability","calibrated","legacy-batch","3","164768","rejected","0","","","","","","false","false","false","PilotRejected","","","","","","","","","","requirement failed: Pilot diagnostics rejected 'x': R-hat=Some(1.0104140789555824), bulk/tail/mean ESS=Vector(Some(354.1029979632312), Some(58.463269913889874), Some(230.2460145443248)); improve pilot exploration or budget",""
"reliability","calibrated","mcse-floor","3","164768","rejected","0","","","","","","false","false","false","PilotRejected","","","","","","","","","","requirement failed: Pilot diagnostics rejected 'x': R-hat=Some(1.0104140789555824), bulk/tail/mean ESS=Vector(Some(354.1029979632312), Some(58.463269913889874), Some(230.2460145443248)); improve pilot exploration or budget",""
"reliability","calibrated","legacy-batch","4","172687","fixed","2000","x","0.0","-0.0055603370336314295","-0.0055603370336314295","0.17931488350717115","true","false","false","FixedBudget","0.034807213983495816","0.03660359124871438","NaN","","1.0052434584673084","619.6152749967813","623.6201271203184","557.7531358557513","0.42397395833333335","Accepted",""
"reliability","calibrated","legacy-batch","4","172687","fixed","2000","xSquared","1.0","0.8354669971993122","-0.16453300280068783","0.22717516868081566","false","false","false","FixedBudget","0.04409748122047927","0.04629468923521663","NaN","","1.0062897930064534","820.1769933549261","583.3289914232414","660.0702011694825","0.42397395833333335","Accepted",""
"reliability","calibrated","legacy-batch","4","172687","fixed","2000","xTail","0.045500263896358334","0.025875","-0.019625263896358335","0.029102811608629854","false","false","false","FixedBudget","0.00564921199718725","0.0058379247098096455","NaN","","1.0071661884089393","739.6603837763859","739.6603837763857","739.6603837763857","0.42397395833333335","Accepted",""
"reliability","calibrated","legacy-batch","4","172687","fixed","2000","y","0.0","-0.07901427891679752","-0.07901427891679752","0.13978975497335513","false","false","false","FixedBudget","0.027134902685662633","0.02862728044802332","NaN","","1.0079772850656288","603.1058441392263","533.956232794016","563.1884969511199","0.42397395833333335","Accepted",""
"reliability","calibrated","legacy-batch","4","172687","fixed","2000","ySquared","0.57","0.4437770028083384","-0.12622299719166152","0.16131712539326643","false","false","false","FixedBudget","0.031313628812865923","0.0341477378875323","NaN","","1.0054302338445484","973.5524957671992","491.0703524229492","635.0515828591929","0.42397395833333335","Accepted",""
