case,seed,method,attempts,priorCalls,proposalDraws,rejected,reference,mean,ess,accurate,health
normal,204830357,prior,2000,2000,2000,0,0.8,0.7990685280519293,823.1534396887149,true,ChecksPassed
normal,204830357,informed,2000,2000,2000,0,0.8,0.7899572202462701,1887.4967809429265,true,ChecksPassed
normal,220316220,prior,2000,2000,2000,0,0.8,0.7952246899976777,836.8387816111403,true,ChecksPassed
normal,220316220,informed,2000,2000,2000,0,0.8,0.7952186717302493,1882.6483901096133,true,ChecksPassed
normal,235802083,prior,2000,2000,2000,0,0.8,0.793657559972521,857.6927516886155,true,ChecksPassed
normal,235802083,informed,2000,2000,2000,0,0.8,0.8020752427335238,1889.789507235118,true,ChecksPassed
normal,251287946,prior,2000,2000,2000,0,0.8,0.7902166317252836,825.9244529140615,true,ChecksPassed
normal,251287946,informed,2000,2000,2000,0,0.8,0.7972631272921263,1885.2891446738947,true,ChecksPassed
normal,266773809,prior,2000,2000,2000,0,0.8,0.8130518491670389,830.202296833878,true,ChecksPassed
normal,266773809,informed,2000,2000,2000,0,0.8,0.7984378974537033,1887.0542182330032,true,ChecksPassed
normal,282259672,prior,2000,2000,2000,0,0.8,0.8060694982709398,847.4784477267948,true,ChecksPassed
normal,282259672,informed,2000,2000,2000,0,0.8,0.7994340605066556,1884.2601337522697,true,ChecksPassed
normal,297745535,prior,2000,2000,2000,0,0.8,0.7900691191822767,848.995343511819,true,ChecksPassed
normal,297745535,informed,2000,2000,2000,0,0.8,0.7990938110684871,1893.2731706328864,true,ChecksPassed
normal,313231398,prior,2000,2000,2000,0,0.8,0.7820066305216405,837.8507428260008,true,ChecksPassed
normal,313231398,informed,2000,2000,2000,0,0.8,0.7970852542847727,1886.9127078695042,true,ChecksPassed
normal,328717261,prior,2000,2000,2000,0,0.8,0.8060515074426707,837.1804259009673,true,ChecksPassed
normal,328717261,informed,2000,2000,2000,0,0.8,0.7916100501144713,1881.065194880961,true,ChecksPassed
normal,344203124,prior,2000,2000,2000,0,0.8,0.8152306415009403,847.7983305160786,true,ChecksPassed
normal,344203124,informed,2000,2000,2000,0,0.8,0.8039100044500359,1888.4479712797709,true,ChecksPassed
normal,359688987,prior,2000,2000,2000,0,0.8,0.8086501716999677,862.403390085656,true,ChecksPassed
normal,359688987,informed,2000,2000,2000,0,0.8,0.8139551112333587,1889.5135016267348,true,ChecksPassed
normal,375174850,prior,2000,2000,2000,0,0.8,0.802507674253314,816.9855538962935,true,ChecksPassed
normal,375174850,informed,2000,2000,2000,0,0.8,0.7858048548709905,1890.8281469274484,true,ChecksPassed
normal,390660713,prior,2000,2000,2000,0,0.8,0.7865570830698825,792.2474787587086,true,ChecksPassed
normal,390660713,informed,2000,2000,2000,0,0.8,0.7787812131207134,1887.2042618974033,true,ChecksPassed
normal,406146576,prior,2000,2000,2000,0,0.8,0.7951110745810437,848.2200021938218,true,ChecksPassed
normal,406146576,informed,2000,2000,2000,0,0.8,0.8062510524599651,1884.8466470277067,true,ChecksPassed
normal,421632439,prior,2000,2000,2000,0,0.8,0.8018777950869312,841.720011230762,true,ChecksPassed
normal,421632439,informed,2000,2000,2000,0,0.8,0.8040489645199074,1879.904849115693,true,ChecksPassed
normal,437118302,prior,2000,2000,2000,0,0.8,0.8131479379542971,867.5764898248167,true,ChecksPassed
normal,437118302,informed,2000,2000,2000,0,0.8,0.8142937826807896,1885.5392115885793,true,ChecksPassed
normal,452604165,prior,2000,2000,2000,0,0.8,0.8062784007662979,866.7200038587195,true,ChecksPassed
normal,452604165,informed,2000,2000,2000,0,0.8,0.8078028239253844,1892.7740319997276,true,ChecksPassed
normal,468090028,prior,2000,2000,2000,0,0.8,0.8082349841486097,839.523038017838,true,ChecksPassed
normal,468090028,informed,2000,2000,2000,0,0.8,0.795508483825355,1892.627468118039,true,ChecksPassed
normal,483575891,prior,2000,2000,2000,0,0.8,0.7977542570058024,847.1783777916386,true,ChecksPassed
normal,483575891,informed,2000,2000,2000,0,0.8,0.7995339023882133,1891.952585963699,true,ChecksPassed
normal,499061754,prior,2000,2000,2000,0,0.8,0.797770696209867,843.0446975492465,true,ChecksPassed
normal,499061754,informed,2000,2000,2000,0,0.8,0.8011158952339036,1882.013016537151,true,ChecksPassed
normal,514547617,prior,2000,2000,2000,0,0.8,0.784007988214835,837.7873615665166,true,ChecksPassed
normal,514547617,informed,2000,2000,2000,0,0.8,0.7931488531522916,1882.345943698171,true,ChecksPassed
normal,530033480,prior,2000,2000,2000,0,0.8,0.8100342724424247,831.1807173761806,true,ChecksPassed
normal,530033480,informed,2000,2000,2000,0,0.8,0.7967961719901961,1883.78663998832,true,ChecksPassed
normal,545519343,prior,2000,2000,2000,0,0.8,0.7994193322826546,859.1189446244646,true,ChecksPassed
normal,545519343,informed,2000,2000,2000,0,0.8,0.8099783031214407,1888.5449418065434,true,ChecksPassed
normal,561005206,prior,2000,2000,2000,0,0.8,0.8246685158430751,858.1741457017873,true,ChecksPassed
normal,561005206,informed,2000,2000,2000,0,0.8,0.8197651172635567,1880.931717478209,true,ChecksPassed
normal,576491069,prior,2000,2000,2000,0,0.8,0.7983953015853243,867.6148958609839,true,ChecksPassed
normal,576491069,informed,2000,2000,2000,0,0.8,0.8117812974018924,1880.4990025313987,true,ChecksPassed
normal,591976932,prior,2000,2000,2000,0,0.8,0.7969964084144572,829.3263041777568,true,ChecksPassed
normal,591976932,informed,2000,2000,2000,0,0.8,0.7963388204414228,1883.390937240302,true,ChecksPassed
normal,607462795,prior,2000,2000,2000,0,0.8,0.7885527946642801,866.5082858470813,true,ChecksPassed
normal,607462795,informed,2000,2000,2000,0,0.8,0.8108197698609053,1885.4850640666268,true,ChecksPassed
normal,622948658,prior,2000,2000,2000,0,0.8,0.8053194073945534,849.0630602446676,true,ChecksPassed
normal,622948658,informed,2000,2000,2000,0,0.8,0.8042982899585812,1882.9726481805426,true,ChecksPassed
normal,638434521,prior,2000,2000,2000,0,0.8,0.8149563173203013,824.8360791878757,true,ChecksPassed
normal,638434521,informed,2000,2000,2000,0,0.8,0.7966977110698006,1876.7821621219482,true,ChecksPassed
normal,653920384,prior,2000,2000,2000,0,0.8,0.7960046449877421,813.1530167901282,true,ChecksPassed
normal,653920384,informed,2000,2000,2000,0,0.8,0.784292057801068,1888.2347797348386,true,ChecksPassed
normal,669406247,prior,2000,2000,2000,0,0.8,0.8163933375196548,870.6874024232927,true,ChecksPassed
normal,669406247,informed,2000,2000,2000,0,0.8,0.8203802230026089,1881.760791719961,true,ChecksPassed
normal,684892110,prior,2000,2000,2000,0,0.8,0.7927511554407047,869.3351820960072,true,ChecksPassed
normal,684892110,informed,2000,2000,2000,0,0.8,0.8101932460663135,1889.587833645944,true,ChecksPassed
normal,700377973,prior,2000,2000,2000,0,0.8,0.8140292670566168,828.28581590114,true,ChecksPassed
normal,700377973,informed,2000,2000,2000,0,0.8,0.7999206015278616,1878.368433490356,true,ChecksPassed
normal,715863836,prior,2000,2000,2000,0,0.8,0.818929353293279,845.4550884039651,true,ChecksPassed
normal,715863836,informed,2000,2000,2000,0,0.8,0.8043142356863879,1889.4854422303138,true,ChecksPassed
normal,731349699,prior,2000,2000,2000,0,0.8,0.8254651764339663,841.2720664088456,false,ChecksPassed
normal,731349699,informed,2000,2000,2000,0,0.8,0.8005143100362293,1881.2901052996997,true,ChecksPassed
normal,746835562,prior,2000,2000,2000,0,0.8,0.8071206255571574,862.3181494390833,true,ChecksPassed
normal,746835562,informed,2000,2000,2000,0,0.8,0.8080900400608643,1891.5274912109185,true,ChecksPassed
normal,762321425,prior,2000,2000,2000,0,0.8,0.8036115553327778,850.990634561719,true,ChecksPassed
normal,762321425,informed,2000,2000,2000,0,0.8,0.8026735275620329,1889.5310133538833,true,ChecksPassed
normal,777807288,prior,2000,2000,2000,0,0.8,0.7828848636919632,860.9639233651503,true,ChecksPassed
normal,777807288,informed,2000,2000,2000,0,0.8,0.8029028599115386,1894.0258983096594,true,ChecksPassed
normal,793293151,prior,2000,2000,2000,0,0.8,0.7951541796908641,843.5827613331379,true,ChecksPassed
normal,793293151,informed,2000,2000,2000,0,0.8,0.7960525263267255,1891.4135789109043,true,ChecksPassed
normal,808779014,prior,2000,2000,2000,0,0.8,0.812825537896356,830.5274964322593,true,ChecksPassed
normal,808779014,informed,2000,2000,2000,0,0.8,0.7976511216504566,1881.4185764551196,true,ChecksPassed
normal,824264877,prior,2000,2000,2000,0,0.8,0.7794051100677651,825.5697052340672,true,ChecksPassed
normal,824264877,informed,2000,2000,2000,0,0.8,0.7932739637481933,1887.589508749974,true,ChecksPassed
normal,839750740,prior,2000,2000,2000,0,0.8,0.8127522066548581,849.4505389301976,true,ChecksPassed
normal,839750740,informed,2000,2000,2000,0,0.8,0.8027741332726701,1877.3682651660363,true,ChecksPassed
normal,855236603,prior,2000,2000,2000,0,0.8,0.8028366852912987,856.8109471980492,true,ChecksPassed
normal,855236603,informed,2000,2000,2000,0,0.8,0.8066293671610565,1892.5318701050905,true,ChecksPassed
normal,870722466,prior,2000,2000,2000,0,0.8,0.7972466528285227,852.2165393801571,true,ChecksPassed
normal,870722466,informed,2000,2000,2000,0,0.8,0.8022509033633444,1896.6643902924852,true,ChecksPassed
normal,886208329,prior,2000,2000,2000,0,0.8,0.8070070364582612,842.8448520749157,true,ChecksPassed
normal,886208329,informed,2000,2000,2000,0,0.8,0.8128571586713553,1880.9298819483001,true,ChecksPassed
normal,901694192,prior,2000,2000,2000,0,0.8,0.7908193433422039,831.0722040408768,true,ChecksPassed
normal,901694192,informed,2000,2000,2000,0,0.8,0.7978317012456886,1887.9825549808627,true,ChecksPassed
normal,917180055,prior,2000,2000,2000,0,0.8,0.8079188523702365,834.4769480640896,true,ChecksPassed
normal,917180055,informed,2000,2000,2000,0,0.8,0.797834242380272,1886.3397964328035,true,ChecksPassed
normal,932665918,prior,2000,2000,2000,0,0.8,0.7912419242399391,825.3509343070009,true,ChecksPassed
normal,932665918,informed,2000,2000,2000,0,0.8,0.7915130350966841,1890.7145431320591,true,ChecksPassed
normal,948151781,prior,2000,2000,2000,0,0.8,0.7964315932548791,829.2746742350143,true,ChecksPassed
normal,948151781,informed,2000,2000,2000,0,0.8,0.794756917416001,1894.953916429283,true,ChecksPassed
normal,963637644,prior,2000,2000,2000,0,0.8,0.8246070724322777,859.7745321954742,true,ChecksPassed
normal,963637644,informed,2000,2000,2000,0,0.8,0.8156816226106078,1883.3974778004063,true,ChecksPassed
normal,979123507,prior,2000,2000,2000,0,0.8,0.8170409705878325,824.4350064911636,true,ChecksPassed
normal,979123507,informed,2000,2000,2000,0,0.8,0.800940334817283,1882.2695098093911,true,ChecksPassed
normal,994609370,prior,2000,2000,2000,0,0.8,0.8096399506184822,850.1198495658651,true,ChecksPassed
normal,994609370,informed,2000,2000,2000,0,0.8,0.8083603065173195,1880.8366630195908,true,ChecksPassed
normal,1010095233,prior,2000,2000,2000,0,0.8,0.799425674388894,857.8896079530608,true,ChecksPassed
normal,1010095233,informed,2000,2000,2000,0,0.8,0.8073744984052889,1880.4304209140146,true,ChecksPassed
normal,1025581096,prior,2000,2000,2000,0,0.8,0.7988924853335212,847.822652676889,true,ChecksPassed
normal,1025581096,informed,2000,2000,2000,0,0.8,0.8039811593909985,1883.8901042130844,true,ChecksPassed
normal,1041066959,prior,2000,2000,2000,0,0.8,0.806919312375486,858.5006113567164,true,ChecksPassed
normal,1041066959,informed,2000,2000,2000,0,0.8,0.8144056754016432,1885.4708162940274,true,ChecksPassed
normal,1056552822,prior,2000,2000,2000,0,0.8,0.8040281809412125,875.64212193253,true,ChecksPassed
normal,1056552822,informed,2000,2000,2000,0,0.8,0.8172409940880719,1892.0102270069408,true,ChecksPassed
normal,1072038685,prior,2000,2000,2000,0,0.8,0.8038347947279552,851.4055689890826,true,ChecksPassed
normal,1072038685,informed,2000,2000,2000,0,0.8,0.8015086535998261,1883.7814879232226,true,ChecksPassed
normal,1087524548,prior,2000,2000,2000,0,0.8,0.810144694975961,857.305509561531,true,ChecksPassed
normal,1087524548,informed,2000,2000,2000,0,0.8,0.8091857811675689,1898.6016612828175,true,ChecksPassed
normal,1103010411,prior,2000,2000,2000,0,0.8,0.788393286987897,812.4327018482117,true,ChecksPassed
normal,1103010411,informed,2000,2000,2000,0,0.8,0.7894480730133951,1884.1050971553157,true,ChecksPassed
normal,1118496274,prior,2000,2000,2000,0,0.8,0.790309999909875,842.5068375439186,true,ChecksPassed
normal,1118496274,informed,2000,2000,2000,0,0.8,0.8040276717222447,1877.1852549684647,true,ChecksPassed
normal,1133982137,prior,2000,2000,2000,0,0.8,0.8182222595739005,845.853472558717,true,ChecksPassed
normal,1133982137,informed,2000,2000,2000,0,0.8,0.8044474596081832,1883.095749044614,true,ChecksPassed
normal,1149468000,prior,2000,2000,2000,0,0.8,0.8152722122371622,863.1239198719536,true,ChecksPassed
normal,1149468000,informed,2000,2000,2000,0,0.8,0.8110753975912539,1888.6588813827682,true,ChecksPassed
normal,1164953863,prior,2000,2000,2000,0,0.8,0.8049861733576261,858.2834405711372,true,ChecksPassed
normal,1164953863,informed,2000,2000,2000,0,0.8,0.8047467997654728,1893.7307328652,true,ChecksPassed
normal,1180439726,prior,2000,2000,2000,0,0.8,0.80513721624736,799.1229360137935,true,ChecksPassed
normal,1180439726,informed,2000,2000,2000,0,0.8,0.7859537747921743,1880.2583533385819,true,ChecksPassed
normal,1195925589,prior,2000,2000,2000,0,0.8,0.8029205506109877,863.0093590746183,true,ChecksPassed
normal,1195925589,informed,2000,2000,2000,0,0.8,0.8028664899474756,1893.1115776501197,true,ChecksPassed
normal,1211411452,prior,2000,2000,2000,0,0.8,0.7954062676906574,834.0282540355004,true,ChecksPassed
normal,1211411452,informed,2000,2000,2000,0,0.8,0.795907888048704,1890.4496320099663,true,ChecksPassed
normal,1226897315,prior,2000,2000,2000,0,0.8,0.8002470128157712,844.3361926215706,true,ChecksPassed
normal,1226897315,informed,2000,2000,2000,0,0.8,0.798000587702617,1895.4089428616605,true,ChecksPassed
normal,1242383178,prior,2000,2000,2000,0,0.8,0.788100847923998,840.6875050724886,true,ChecksPassed
normal,1242383178,informed,2000,2000,2000,0,0.8,0.7951276838925609,1883.867298698689,true,ChecksPassed
normal,1257869041,prior,2000,2000,2000,0,0.8,0.8172231983218174,858.8258659033323,true,ChecksPassed
normal,1257869041,informed,2000,2000,2000,0,0.8,0.8117743104343528,1888.557942720338,true,ChecksPassed
normal,1273354904,prior,2000,2000,2000,0,0.8,0.820352392156262,861.0012815062819,true,ChecksPassed
normal,1273354904,informed,2000,2000,2000,0,0.8,0.8108151041595231,1888.3895260333802,true,ChecksPassed
normal,1288840767,prior,2000,2000,2000,0,0.8,0.7981842763450956,858.490907371377,true,ChecksPassed
normal,1288840767,informed,2000,2000,2000,0,0.8,0.810097561305703,1889.4219828648686,true,ChecksPassed
normal,1304326630,prior,2000,2000,2000,0,0.8,0.8021472557577558,858.6805005179178,true,ChecksPassed
normal,1304326630,informed,2000,2000,2000,0,0.8,0.8033439323652124,1888.1641693637607,true,ChecksPassed
normal,1319812493,prior,2000,2000,2000,0,0.8,0.7873424267767366,815.7117493168612,true,ChecksPassed
normal,1319812493,informed,2000,2000,2000,0,0.8,0.7850157277509281,1890.036292889724,true,ChecksPassed
normal,1335298356,prior,2000,2000,2000,0,0.8,0.8102715308552513,836.8433726706841,true,ChecksPassed
normal,1335298356,informed,2000,2000,2000,0,0.8,0.7991191550319238,1889.9455468225171,true,ChecksPassed
normal,1350784219,prior,2000,2000,2000,0,0.8,0.8021250543634587,860.18440562158,true,ChecksPassed
normal,1350784219,informed,2000,2000,2000,0,0.8,0.8097182098549018,1878.8532634481621,true,ChecksPassed
normal,1366270082,prior,2000,2000,2000,0,0.8,0.8080283462248132,854.4516182320758,true,ChecksPassed
normal,1366270082,informed,2000,2000,2000,0,0.8,0.8090404973027688,1890.290040451857,true,ChecksPassed
normal,1381755945,prior,2000,2000,2000,0,0.8,0.8146468772372477,837.5689328735214,true,ChecksPassed
normal,1381755945,informed,2000,2000,2000,0,0.8,0.7964987191217854,1886.4633397696311,true,ChecksPassed
normal,1397241808,prior,2000,2000,2000,0,0.8,0.8151736449226712,857.9635701190709,true,ChecksPassed
normal,1397241808,informed,2000,2000,2000,0,0.8,0.8083891669191619,1884.176875457435,true,ChecksPassed
normal,1412727671,prior,2000,2000,2000,0,0.8,0.7910559684780883,836.2891752219801,true,ChecksPassed
normal,1412727671,informed,2000,2000,2000,0,0.8,0.7948718357551442,1887.9019142253394,true,ChecksPassed
normal,1428213534,prior,2000,2000,2000,0,0.8,0.7937455792443914,839.3942578249939,true,ChecksPassed
normal,1428213534,informed,2000,2000,2000,0,0.8,0.800474022748644,1881.5009174865577,true,ChecksPassed
normal,1443699397,prior,2000,2000,2000,0,0.8,0.8179871750844713,850.7768293967284,true,ChecksPassed
normal,1443699397,informed,2000,2000,2000,0,0.8,0.801370478563025,1886.5117991357852,true,ChecksPassed
normal,1459185260,prior,2000,2000,2000,0,0.8,0.8114495669197822,845.5532354464547,true,ChecksPassed
normal,1459185260,informed,2000,2000,2000,0,0.8,0.804748547857356,1883.2237738610936,true,ChecksPassed
normal,1474671123,prior,2000,2000,2000,0,0.8,0.8061514325664975,821.8101738538132,true,ChecksPassed
normal,1474671123,informed,2000,2000,2000,0,0.8,0.7914595761209003,1883.978029022817,true,ChecksPassed
normal,1490156986,prior,2000,2000,2000,0,0.8,0.791522895589072,835.8903514925141,true,ChecksPassed
normal,1490156986,informed,2000,2000,2000,0,0.8,0.7919985292735668,1886.71374324265,true,ChecksPassed
normal,1505642849,prior,2000,2000,2000,0,0.8,0.798311719349891,860.8489641908822,true,ChecksPassed
normal,1505642849,informed,2000,2000,2000,0,0.8,0.8111936501582738,1882.3225900829025,true,ChecksPassed
normal,1521128712,prior,2000,2000,2000,0,0.8,0.7986625207230017,843.6701737743538,true,ChecksPassed
normal,1521128712,informed,2000,2000,2000,0,0.8,0.7981774264026088,1891.492885368481,true,ChecksPassed
normal,1536614575,prior,2000,2000,2000,0,0.8,0.8043169018730619,871.1812647819326,true,ChecksPassed
normal,1536614575,informed,2000,2000,2000,0,0.8,0.8195389634011107,1885.3331236694094,true,ChecksPassed
normal,1552100438,prior,2000,2000,2000,0,0.8,0.8017404963826199,854.6045702987582,true,ChecksPassed
normal,1552100438,informed,2000,2000,2000,0,0.8,0.8067982137529682,1889.2516432982206,true,ChecksPassed
hierarchical,19000001,prior,2000,2000,2000,0,0.3333333333333333,0.31371340727931635,1294.2862260306672,true,ChecksPassed
hierarchical,19000001,informed,2000,2000,2000,0,0.3333333333333333,0.323516645041829,1411.561427243415,true,ChecksPassed
hierarchical,34485864,prior,2000,2000,2000,0,0.3333333333333333,0.3252804971759886,1301.008525755595,true,ChecksPassed
hierarchical,34485864,informed,2000,2000,2000,0,0.3333333333333333,0.3434352008985903,1418.9626213015156,true,ChecksPassed
hierarchical,49971727,prior,2000,2000,2000,0,0.3333333333333333,0.2856524442153759,1298.2500399596745,true,ChecksPassed
hierarchical,49971727,informed,2000,2000,2000,0,0.3333333333333333,0.29887853431019645,1407.4270748760057,true,ChecksPassed
hierarchical,65457590,prior,2000,2000,2000,0,0.3333333333333333,0.370519831430939,1338.614776566051,true,ChecksPassed
hierarchical,65457590,informed,2000,2000,2000,0,0.3333333333333333,0.37687280132729983,1440.319660900183,true,ChecksPassed
hierarchical,80943453,prior,2000,2000,2000,0,0.3333333333333333,0.29620200445549444,1314.18314140373,true,ChecksPassed
hierarchical,80943453,informed,2000,2000,2000,0,0.3333333333333333,0.29124985763242883,1387.8810538541964,true,ChecksPassed
hierarchical,96429316,prior,2000,2000,2000,0,0.3333333333333333,0.31681882904767844,1281.7355638849328,true,ChecksPassed
hierarchical,96429316,informed,2000,2000,2000,0,0.3333333333333333,0.3178731179567524,1385.6682040382295,true,ChecksPassed
hierarchical,111915179,prior,2000,2000,2000,0,0.3333333333333333,0.32430673595690335,1301.4988902056343,true,ChecksPassed
hierarchical,111915179,informed,2000,2000,2000,0,0.3333333333333333,0.3372878418975151,1397.8911840430335,true,ChecksPassed
hierarchical,127401042,prior,2000,2000,2000,0,0.3333333333333333,0.3585865921321688,1277.210546470873,true,ChecksPassed
hierarchical,127401042,informed,2000,2000,2000,0,0.3333333333333333,0.35425845700669306,1383.6048644936882,true,ChecksPassed
hierarchical,142886905,prior,2000,2000,2000,0,0.3333333333333333,0.3346901427910642,1313.553051903847,true,ChecksPassed
hierarchical,142886905,informed,2000,2000,2000,0,0.3333333333333333,0.32342724540544054,1413.842096198805,true,ChecksPassed
hierarchical,158372768,prior,2000,2000,2000,0,0.3333333333333333,0.33914694621869435,1256.920854773648,true,ChecksPassed
hierarchical,158372768,informed,2000,2000,2000,0,0.3333333333333333,0.327976455875586,1383.5196775418217,true,ChecksPassed
hierarchical,173858631,prior,2000,2000,2000,0,0.3333333333333333,0.3271863015354521,1277.0597618695308,true,ChecksPassed
hierarchical,173858631,informed,2000,2000,2000,0,0.3333333333333333,0.330059003429009,1376.1985598661824,true,ChecksPassed
hierarchical,189344494,prior,2000,2000,2000,0,0.3333333333333333,0.3544271072372013,1317.1688775436623,true,ChecksPassed
hierarchical,189344494,informed,2000,2000,2000,0,0.3333333333333333,0.3649145431480703,1420.220160589263,true,ChecksPassed
hierarchical,204830357,prior,2000,2000,2000,0,0.3333333333333333,0.31655807771435956,1324.1504229697089,true,ChecksPassed
hierarchical,204830357,informed,2000,2000,2000,0,0.3333333333333333,0.33517614608265855,1427.9935269932491,true,ChecksPassed
hierarchical,220316220,prior,2000,2000,2000,0,0.3333333333333333,0.34067558217919164,1289.6766437855777,true,ChecksPassed
hierarchical,220316220,informed,2000,2000,2000,0,0.3333333333333333,0.3423596663258222,1395.4265089790151,true,ChecksPassed
hierarchical,235802083,prior,2000,2000,2000,0,0.3333333333333333,0.3321691781027805,1331.7366842865672,true,ChecksPassed
hierarchical,235802083,informed,2000,2000,2000,0,0.3333333333333333,0.36160124085463763,1434.1211310920303,true,ChecksPassed
hierarchical,251287946,prior,2000,2000,2000,0,0.3333333333333333,0.3429507836434151,1316.0881430309023,true,ChecksPassed
hierarchical,251287946,informed,2000,2000,2000,0,0.3333333333333333,0.3433739787421461,1437.0594107675936,true,ChecksPassed
hierarchical,266773809,prior,2000,2000,2000,0,0.3333333333333333,0.3570105065585503,1310.5051435420974,true,ChecksPassed
hierarchical,266773809,informed,2000,2000,2000,0,0.3333333333333333,0.3651123003292967,1423.1679216645691,true,ChecksPassed
hierarchical,282259672,prior,2000,2000,2000,0,0.3333333333333333,0.33087630318887085,1303.5259705981077,true,ChecksPassed
hierarchical,282259672,informed,2000,2000,2000,0,0.3333333333333333,0.3245726192049538,1409.9391767877528,true,ChecksPassed
hierarchical,297745535,prior,2000,2000,2000,0,0.3333333333333333,0.3214579159390838,1307.4836271345166,true,ChecksPassed
hierarchical,297745535,informed,2000,2000,2000,0,0.3333333333333333,0.3359445105632087,1408.6830834993066,true,ChecksPassed
hierarchical,313231398,prior,2000,2000,2000,0,0.3333333333333333,0.3436490587602919,1305.0685784433442,true,ChecksPassed
hierarchical,313231398,informed,2000,2000,2000,0,0.3333333333333333,0.3530919072321248,1423.1377575630556,true,ChecksPassed
hierarchical,328717261,prior,2000,2000,2000,0,0.3333333333333333,0.29154775894694357,1308.418850087793,true,ChecksPassed
hierarchical,328717261,informed,2000,2000,2000,0,0.3333333333333333,0.28452462342926754,1403.9030118110552,true,ChecksPassed
hierarchical,344203124,prior,2000,2000,2000,0,0.3333333333333333,0.36853523042132413,1295.7784411930063,true,ChecksPassed
hierarchical,344203124,informed,2000,2000,2000,0,0.3333333333333333,0.3660933795238986,1403.165981690646,true,ChecksPassed
hierarchical,359688987,prior,2000,2000,2000,0,0.3333333333333333,0.3269166360758483,1306.2649846002398,true,ChecksPassed
hierarchical,359688987,informed,2000,2000,2000,0,0.3333333333333333,0.32163141428483166,1420.5638336897082,true,ChecksPassed
hierarchical,375174850,prior,2000,2000,2000,0,0.3333333333333333,0.3120674882276666,1279.1944683288878,true,ChecksPassed
hierarchical,375174850,informed,2000,2000,2000,0,0.3333333333333333,0.30626978017251444,1381.0524275294667,true,ChecksPassed
hierarchical,390660713,prior,2000,2000,2000,0,0.3333333333333333,0.31596590358469095,1273.610681469044,true,ChecksPassed
hierarchical,390660713,informed,2000,2000,2000,0,0.3333333333333333,0.3134855005938899,1390.8946890621128,true,ChecksPassed
hierarchical,406146576,prior,2000,2000,2000,0,0.3333333333333333,0.3383338913764257,1325.3072461737288,true,ChecksPassed
hierarchical,406146576,informed,2000,2000,2000,0,0.3333333333333333,0.3461376074642757,1426.834144078003,true,ChecksPassed
hierarchical,421632439,prior,2000,2000,2000,0,0.3333333333333333,0.3376962580886522,1288.520326968036,true,ChecksPassed
hierarchical,421632439,informed,2000,2000,2000,0,0.3333333333333333,0.3258388475946418,1376.7968242070613,true,ChecksPassed
hierarchical,437118302,prior,2000,2000,2000,0,0.3333333333333333,0.3086852593716887,1290.6068226589641,true,ChecksPassed
hierarchical,437118302,informed,2000,2000,2000,0,0.3333333333333333,0.3141787750332056,1378.0062511288847,true,ChecksPassed
